Wall time,Step,Value
1489323297.2349987,0,0.009224073961377144
1489323395.7839968,1,0.007756622042506933
1489323494.290588,2,0.007418463472276926
1489323592.6600428,3,0.007190163247287273
1489323690.869483,4,0.0070090871304273605
1489323789.5117164,5,0.006880106404423714
1489323887.5847836,6,0.006762002594769001
1489323985.86906,7,0.006606586277484894
1489324081.7582695,8,0.006470889318734407
1489324177.709207,9,0.006324332673102617
