Wall time,Step,Value
1489324361.7415657,0,0.010860951617360115
1489324459.789793,1,0.00842597521841526
1489324558.1016667,2,0.008035708218812943
1489324656.1402223,3,0.007810800801962614
1489324754.1234925,4,0.007699799723923206
1489324852.0075593,5,0.007555684540420771
1489324949.5562007,6,0.0073830015026032925
1489325047.6891124,7,0.007264590822160244
1489325145.4827123,8,0.007193196099251509
1489325243.430894,9,0.007049704436212778
